review,rating,date
1 orang yang sign up harus dan wajib verifikasi data dengan ktp paspor kartu identitas anak lalu jangan sampai username seenaknya digonta ganti karena rawan dimanfaatkan order fiktif makanan atau kirim go send yang aneh2 2 kenapa kalau kita yang cancel order berimbas ke ojolnya juga padahal customer yg minta cancel misalnya tiba2 dijemput keluarga itu kudu dievaluasi banget 3 sering loading lama untk dapetin driver gocar 4 sering dapet driver yg jauh kasiannn buang bensin,5,2024-01-16
driver dan perlengkapan seperti helm lebih baik dan bersih,5,2024-01-16
enga rekomendasi banget gojek  mesen foods yg expers 30 menit sampe nyari driver bae 10 menit lebih  kecewa lah,1,2024-01-16
cakep nih yg bikin apl nyasudah berhasil membuat driver stressbingungdan nahan lapar nunggu orderan,5,2024-01-16
sudah tidak diragukan lagi aplikasi sangat membantu dan semakin banyak fitur baru yang kerenkeren driver cepat didapat dan pengantaran sesuai estimasi waktu,5,2024-01-17
driver gojeg skrg banyak yg g profesionalg punya etika n parahnya kmrn pake jasa ojeg buat anter bapak tau tau marah cz yang dianter difabel dan seolah merendahkan bapak saya pdhl sblm sblm driver laen e g kayak gitu mau laporan juga g ada akses kecuali datang k off gojeg,1,2024-01-17
top up gopay gak masukmasuk padahal dari saldo drivernya udah berkurang gopayindonesia gojekindonesia pelayanannya sekarang makin menurun topup saldo gopay dari drivsr tidak masukmasuk tanya adminnya bilang saldo sudah ke kirim padahal tidak ada saldo yg masuk sama sekali tidak ada jalan keluar yg di berikan sama sekali sudah saya tunggu 2 hari tetapi di gopaygopay tabungan belum saja masuk tanggung jawab dari pihak gojeknya mana gak ada,1,2024-01-17
waktu pemesanan lama dan dapat yang jauh driver nya bagus banget pelayanan gojek makin lama makin aneh,3,2024-01-16
saya sangat kecewa kepada pihak gojek tidak dan solusi memberikan keadilan bagi saya mengenai gopay saya terblokir dan saya udah melaporkan ke pihak gojek mengenai gopay milik saya kena hacker tapi jawaban gojek tidak bisa memberikan solusi nya padahal saldo gopay saya 500 ribu itu saja berharga bagi saya untuk mengumpulkan jernih payah saya menjalankan tiap orderan yg diberikan saya sebagai driver selalu saya menjalankan dengan baik,1,2024-01-16
susah banget dpt driver,1,2024-01-17
apalah arti dari visi dan misi  ngeliat driver pesanan makanan kita aja jarak 300 meter aja kagak bisa,1,2024-01-17
untuk aplikasi gojek semoga kdpanya bisa lebih baik dan diprbaiki yang kurang dari aplikasi ini untuk driver speda dimohon pngrtianya prnah pas order salah taruh alamat jemputnya driver speda sudah datang namun saya kan sudah ganti biaya ordernya terus yang nyuruh batalin inisiatif dari drivernya sendri terus pas aq order gocar drivernya pas dalam mobil mbahas yang masalah aq salah taruh tujuan brprgianya itu aq kecewa takutnya kalau kita sebagai pelanggan tetap namun di anggap buruk driver lain,3,2024-01-17
ini aplikasinya knp ya setiap pakai tws kalo ada telpon dri driver slalu gak ada suaranya trus twsnya jd gak bisa bunyi kecuali restart hp atau ganti tws padahal tws dipakai telpon biasa atau wa dll gak apaapa,2,2024-01-17
bagus pelayanannya next update gpsnya jangan bikin ruwet penjemputan kasihan drivernya muter nyari posisi kita,2,2024-01-15
terimakasih utk driver gojek alhamdulillah saya slalu dapat driver yg baik,5,2024-01-15
udah 2x pesan gofood minggu ini tapi driver ga dapat terus mana ga bisa dicancel gimana sih orang udah keburu kelaparan tolol,1,2024-01-14
driver gocarnya parah pesan tp driver gk kunjung datang posisi tidak bergerak ditlp gk diangkat dichat gk diread mengabaikan penumpang menunggu terlalu lama,1,2024-01-14
mantap alpikasi gojeknya tolong dong di perbaiki lagi alpikasi ketika hujan saya nggk dapat driver saya bejalan kaki dari rumah saya ke kampus saya dan tolong dong diperbaiki juga saat server padat merayap lagi banyak orderan,1,2024-01-14
driver nya pada gak jujur harga berapa diem aja gak dirubah  nota gak dikasih malah dibuang khususnya wilayah natar  lampung,1,2024-01-15
buruk saldoku ditilep padahal gak pakai jasa drivernya dan adminnya malah bilang saldonya sudah sesuai jelas jelas saldonya belum dikembalikan gak pernah ikhlas aku kalau ada bintang 0 ku kasi dah,1,2024-01-16
sekarang gojek jelek ya gofood nya juga makin parah driver suka cancel seenaknya udah gitu gak bisa tracking posisi gojek nya pas lg pemesanan makan ,1,2024-01-16
gila aja mesen makanan sampe 2 jam mana gagal gara2 kaga ada driver keburu mati bos anak orang kalo misal masang promo tapi ga ada ojek yang mau ambil yaudahlah gausah sok2an bikin promo gaada gunanya kapok dah ,1,2024-01-16
driver nya ramah,5,2024-01-15
random ngasih driver yg ga jelas tarif mahal bgt fasilitas nol,1,2024-01-15
maaf saya kasih bintang 2 soalnya kalo udah malam kenapa susah ya dpt driver untuk goodfood perasaan bisa bisa aja kenapa skrg jadi susah ya sampai malas jdinya pesan di gojek lagi  masuk pesanan ke resto tapi stlah itu ada bacaan telat krna ga dapat driver padahal ga ada problem mslah driver goodfood sblmnya kenapa skrg jadi susah ya tolong di perbaiki lagi soalnya saya jadi sulit kalo pesan goodfood di gojek kendalanya gtu trus terima kasih di daerah kalimantan selatan ,2,2024-01-15
waktu pesan makan lama ongkir mahal driver susah untuk nitip pesan klo mmng ongkir mahal buat pelayanan kok sampai sekarang msh sering gangguan dan tambah parah lebih baik kembali ke dulu pertama kali ada gojek,1,2024-01-13
kenapa yaaa kalau pesan gocar kondisi cuaca hujan driver nya pada gak mau ngambil orderan,1,2024-01-18
sebetulnya aplikasi yg sangat membantu tetapi kenapa ya kalo pesan jarak pendek selalu dicancel terus oleh drivernya padahal pas lagi butuh nya semoga bisa ada perbaikan utk kedepannya,3,2024-01-18
heran gojek terlalu banyak ambil untung beli food resto kena 20 driver kena 20 tambah lg uang jasa aplikasi sampai 5k ini buat gojek makin cepat kaya driver melarat,1,2024-01-18
buat driver gojek kab bandung khususnya yang tadi dari perumahan taman kopo indah 2 motor vario hitam 150cc sudah tahu salah jalan malah meludah kemuka saya saya mau driver di tindak lanjut dan saya minta ganti rugi,1,2024-01-18
ayo kumpulkan orderan yg banyak untuk meningkatkan kebutuhan hidup orang2 driver jgn pernah putus asa dan tetap bersabar serta ikhlas menjalani kerjaan tersebut terimakasih,5,2024-01-18
mau kasi bintang lima tapi saya tidak bisa ditelpon sama driver karena option tanda telpon tidak muncul di hpku,4,2024-01-18
saya tak pake lagi ganti yang lain tadinya sih mudah untuk belanja pake gopay tinggal tarik dari aplikasi driver bisa buat beli bensin buat belanja dll sekarang dah gga bisa jadi saya ganti yg lain kalo ada yg mudah ngapain cari yg ribet,1,2024-01-18
kalau kasih tip chating ke drivernya yaaa suka telat masuknya,3,2024-01-18
kenapa sekarang susah lama dapat driver tolong dong di benahi kami mau cepat tp gojek sekarang malah lambat dapat driver,1,2024-01-18
driver lu pada ganiat kerja capek gua nunggu lu bermenitmenit kaga ada yang pasti padahal gua tinggal di kota pesen gojek kaya ditengah2 pulau aja kaga dapet2 jelekk percuma nunggu yang tidak pasti ,1,2024-01-18
mohon maaf ya kalo saya kasih nilai yang jelek buat aplikasi gojek karena kualitas aplikasi gojeknya malah makin tidak bagusjelek kualitasnya yang menyebabkan orang ingin order driver gojek malah dilemparkan ke yang jauh tolong pengertiannya orang pengen pesan yang deket malah dilemparkan ke yang jauh jadinya kasian kan driver sama yang ngambil orderannya saya kecewa dengan aplikasi ini tolong jangan cari untungnya saja tapi mikirin orang lain dong kasihan driver dan orangnya,1,2024-01-18
karna saya sblmnya pernah di oprasi di bagian kepala dan saat ini tinggal masa pemulihan mata yg sebelahnya saja tlng bgt buat driver yg lainnya terutama driver plat nomor e 5758 oi pada tanggal 18 januari 2024 pukul 0848 wib klo lgi di ksh tau sma penumpang yg msh baru menggunakan apk gojek dan blm mengerti bnyk melalui cht secara baik tlng blsnya jngn asal fitnah disini saya sebagai penumpang yg dimna saya ini mau ngsh rezeki buat kalian jdi tlng bgt buat gojek tlng diperbaiki lgi,1,2024-01-18
astaghfirullah sudah d update lemot nya minta ampun padahal saya lagi psen gosen jdi gak tau masih di mana driver nya,1,2024-01-18
mau batalin pesanan susah bgt padahal ga dapat driver kl kaya gini bisa pingsan kelaperan,1,2024-01-18
mohon pencerahannya untuk update maps bagaimana karena jalan akses ke rumah saya menurut aplikasi merupakan rute terdekat sedangkan jalan tersebut hanya bisa dilalui sepeda motor untuk mobilgocar harus memutar kurang lebih 1 kilometer mayoritas driver gocar mengeluh akan hal itu,5,2024-01-17
hallo saya barubaru ini mesan gofood dan mendapat pesanan yang tidak sesuai ada minuman yang seharusnya saya dapat sesuai yang saya pesan tapi tidak saya dapat bukti foto dan struknya masih saya simpan saya mencoba hubungi driver tidak di jawab dan saya juga mencoba hubungi costumer servicecs bilangnya tolong hubungi driver jadi ya mau gimana lagi saya tidak bisa mendapatkan hak yang seharusnya saya dapat mohon di perbaiki lagi walaupun hanya satu minuman saja tapi membuat saya kecewa,3,2024-01-17
aplikasi sekarang susah banget tunggu pesan datang lama banget harus juga konsumen chat ke driver baru pesanan konsumen diantar,3,2024-01-17
jadi susah sekarang kalau pesan gojek sekali dapat posisi driver jauh terus waktu nunggu sampai 11 menit drivernya gak bergerak dipesan ulang gak dapatdapat juga padahal sudah di upgrade,1,2024-01-17
maaf saya kurangin bintangnya sekarang kalau mau pesan gofood sllu lambat dapat drivernya bisa sampai setengah jam baru dapat drivernya tolong di perbaikin dong mau mesan kan jadi malas kalau responnya lambat seperti itu,3,2024-01-17
posisi driver tidak update terkadang di sistem sudah di pick up tapi realnya belum dateng sama sekali itu driver,3,2024-01-17
pilihin driver nya yang terdekat dong jangan sangkutin ke driver yang jauhksian yang dekatnya gigit jari,1,2024-01-17
drivernya cepat sampai,5,2024-01-17
setelah bertahun tahun pake layanan gojek terutama gofood saya baru menyadari betapa jauh nya harga makanan yg dikenakan gojek kepada konsumen dari harga asli nyanyaris up 50dr harga penjual jika offlinebelum ada tambahan biaya dg keterangan untuk parkir dan biaya pemeliharaanyg ketika saya tanya hampir sebagian driver biaya parkir itu tidak ada masuk ke drivermakanya mreka memilih untuk parkir dipinggir jalan agar tdk kena biaya parkiryg arti nya menyumbang ketidak tertiban umum,3,2024-01-17
meskipun ada kendala di aplikasi dan driver tapi gojek masih lebih baik semoga kekurangan yang masih ada seperti yang diungkapkan dalam ulasanulasan sebelumnya bisa secepatnya ditanggapi dan diperbaiki ,5,2024-01-17
nunggu di masak 30 menit salahnya dapat driver driver nyampe makanan blum di buat nunggu lagi wkwkwk skrg ada double order di aplikasi customer tdk ada informasi klo double order kata driver setiap double order orderan ke 2 driver cuman dapat ongkir 3 k niatnya mau makan cepet nunggu sejam gojek ini gmn halloooo,1,2024-01-17
sekarang aga lama yaa dapet drivernyaga kaya dulu,4,2024-01-17
buat saya pribadi gojek adalah apk terbaik dari beberapa tahun lalu saya pakai apk ini sampai sekarang ga mau ganti meskipun banyak apk lain yg lbih murah bagi saya meski beda sedikit harga tapi tdk masalah karana sesua respon drivernya yg baik gojek tetap yg terbaik,5,2024-01-17
aplikasi gajelas sekarangdriver jauh ditlpn gk bisa,1,2024-01-18
sering nemuin kastamor ngoder ny pake tunay udah setenga perjalan ganti pake gopay tampa komformasi lagi sama driver kastamor ny tolong di perbaikin lagi,5,2024-01-18
kalau mau daftar jadi driver lewat mana,5,2024-01-18
ga suka sama driver yang suka main potong dadakan dia yang nabrak dia yang marah dijalan maki maki penggunaan jalan lain perbaiki pemilihan driver gada sopannya memangnya jalan hak milik driver gojek kah yang lain ngontrak gitu seenaknya diajak ke kantor gojek kabur filter lagi jangan bisanya bikin orang lain celaka giliran diminta ganti ciut gada tanggung jawabnya kejadian barusan dijalan terusan cibaduyut depan perum kopo permai pahami gojek filter lagi calon driver nya,1,2024-01-18
banyak driver yg nakal biaya tidak sesuai dengan aplikasi setelah selesai pengantaran tibatiba ada tagihan di aplikasinya,1,2024-01-17
penempatan titik kadang tidak sesuai mendapat driver yang jarak 2x perjalanan yg mana driver ada di titik antar dan customer ada di titik yg sebaliknyakasian drivernya,4,2024-01-17
driver ga ramah,1,2024-01-17
saya tidak suka dengan driver yang se enaknya menyelesesaikan pengantaran padahal belum sampe tujuan saya ada nama drivernya,2,2024-01-17
cuma di aplikaai ini saya gk pernah dapat kepercayaanaplikasi lain malah percaya padahal saya termasuk drivernya,1,2024-01-17
kalau misal tidak ada driver di dekat resto ya udah dibatalkan saja otomatis saya nunggu 1 jam tapi ga bisa dibatalkan dengan alasan driver lagi dijalan sedangkan tidak ada info dapet driver jangan dibawa ribet customer mau nya cepat,2,2024-01-17
makin hari makin ga jelas makin mahal makin susah dpet driver  driver nya pada mogok narik kali karna potongan nya kegedean ,1,2024-01-24
asalamualaikumsy orang yg selalu menggunakan jasa gojekberangkat dan pulang kerja selalu menggunakan jasa gojekterimakasih untuk manajemen gojek yg telah memberikan driver yg smartdriver yg ramahbaikdan sopan maju terus gojek indonesia,5,2024-01-30
apk ajg susah amat dapet driver udah 40 menit ga dapet2 deiver mau dibatalin gabisa mending pake grab,1,2024-01-24
masa saya pesen di semarang dikasih rekomendasi restorannya yg di jakarta tolong dong adain lagi option cancelnya biar gk ribet kasian drivernya juga,1,2024-01-24
aplikasi ini sudah saya gunakan sejak 2019tidak ada kendala sama sekali mengenai driverpembayaran dan lain  lain,5,2024-01-24
driver tidak bermutu,1,2024-01-23
update bukanya makin bagus malah makin parah coba kebijakan kantor itu yg menguntungkan driver jangan malah merugikan driver nnty driver pada ilang gulung tikar baru tau rasa,1,2024-01-23
pokok nya goodbuat semuanya kurirnya tokonya kecepatannya,5,2024-01-23
cakepdriver bawa kendaraan nya nyaman sikap nya bersahabat dan sopan,5,2024-01-31
tolong sampaikan ke driver2 nya kalo ga mau ngambil go food lngsung lah di cancel jgn udah lama baru di cancel lama banget jadinya pesan jam setengah 11 ganti2 terus driver sampe jam set12,2,2024-01-23
driver ramah,5,2024-01-23
kesian yaa driver nya gak ada bonusintensif hanya tipu tipukomisi lebih dari 30 aplikasi zholimrakusjangan lupa masa jabatan jokowi sudah mau habispresiden baru semoga gojek juga tutupdi gantikan aplikator barugojek bangkrutrakus  mampus kau ,1,2024-01-23
tarifnya lebih murah dan cepat reapon pak drivernya trmksh gojek,5,2024-01-30
dapet driver goride nya lama padahal di kota depok mau berangkat kerja jadi telat ngga kaya aplikasi sebelah dapat drivernya cepat sekalinya dapet jauh driver jemputnya,1,2024-01-25
puass sihhhh cuma kurang 1 penambahan alamat tambahin foto dongg biar makin akurat kasian drivernya jasi nyari nyari yah yah yah,5,2024-01-27
drivernya sopan dan baik,5,2024-01-29
gajelas ni lama lama apknya map driver kadang suka pindah manah pindahnya makin jauh lagi gr gr gojek saya jadi terlambat,1,2024-01-28
tepat waktu dan driver nya juga ramah,5,2024-01-28
akhir ini apk nya suka gk jelas pdhal dari dulu lebih suka pake gojek order mobil yg xl gk mau ambil padahal cuma 2 orang dan 2 koper kecil aja harga udh menggunakan voucher tpi pas bayar sama driver nya disuruh bayar penuh tanpa potongan voucher terus ada lagi driver yang minta pindah titik tiba tapi waktu saya komplain dan kasih bintang dibawa 5 selalu ditolak maksudnya apa,2,2024-01-27
makin buruk sejak gak bisa ngelacak posisi driver go food,1,2024-01-27
mesen gofood tuh biar ga ngantri eh sama aja udh nunggu lama lama malah ganti driver tolol kalau drivernya ga mau ambil napa ga d ganti segera,2,2024-01-25
driver jau dptna,1,2024-01-25
saya driver gojek dan juga pengguna gojekkerja begadang seharian hampir 20 jam cuma dapat 1bahkan yg lebih parahnya lagi 2 hari ngak di beri order sama sekali padahal saya sudah berpindah2 di sport dan resto yg ramei mana gps tinggi dan saldo cukupgojek parah2 sangat menyiksa driverbagaimana menurut temen2 seminggu penghasilan cuma 40 sampai 50rb tokjauh di bawah umr,5,2024-01-26
